Gender,Age,Education,EducationField,YearsAtCompany,Department,EnvironmentSatisfaction,JobLevel,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHQ,State,AgeWhenHired,MaritalStatus,PercentSalaryHike,StockOptionLevel,Compensation
F,35.0,Masters,Life Sciences,14.0,Research & Development,High,Associate,1.0,No,Excellent,15.0,5.0,3.0,11.0,2.0,9.0,33.3197,NJ,45.0,Married,12.0,Full Option Plan,0
F,37.0,Bachelors,Life Sciences,4.0,Research & Development,High,Associate,3.0,No,Excellent,9.0,2.0,2.0,3.0,0.0,2.0,34.953,NJ,37.0,Married,17.0,Small Option Plan,1
M,39.0,Bachelors,Medical,9.0,Research & Development,Low,Associate,0.0,No,Excellent,10.0,2.0,1.0,2.0,3.0,8.0,12.2129,NY,29.0,Single,13.0,No Option Plan,1
F,45.0,Some College,Other,10.0,Research & Development,Very High,Associate,1.0,No,Excellent,10.0,3.0,3.0,7.0,3.0,9.0,35.7768,NJ,36.0,Divorced,19.0,Large Option Plan,1
M,38.0,Some College,Medical,5.0,Research & Development,Very High,Manager,3.0,Yes,Excellent,10.0,6.0,4.0,4.0,0.0,2.0,35.8923,NJ,23.0,Married,19.0,Full Option Plan,1
M,37.0,Bachelors,Medical,8.0,Research & Development,Medium,Junior Associate,1.0,No,Excellent,8.0,2.0,1.0,4.0,7.0,7.0,38.8912,NJ,26.0,Married,11.0,Full Option Plan,0
M,40.0,Bachelors,Life Sciences,4.0,Research & Development,High,Manager,6.0,Yes,Excellent,18.0,2.0,2.0,2.0,3.0,3.0,33.111,NJ,42.0,Single,15.0,No Option Plan,1
F,48.0,Doctorate,Medical,2.0,Research & Development,High,Executive,2.0,No,Outstanding,23.0,3.0,3.0,2.0,2.0,2.0,27.0228,NJ,36.0,Married,25.0,Full Option Plan,1
M,24.0,Below College,Technical Degree,6.0,Research & Development,Low,Junior Associate,1.0,Yes,Excellent,6.0,2.0,3.0,3.0,1.0,3.0,25.393,NJ,33.0,Single,13.0,No Option Plan,0
M,27.0,Bachelors,Medical,3.0,Research & Development,Medium,Junior Associate,7.0,No,Excellent,5.0,0.0,3.0,2.0,0.0,2.0,19.6541,NY,19.0,Married,17.0,No Option Plan,0
F,27.0,Bachelors,Medical,4.0,Research & Development,Very High,Junior Associate,2.0,No,Excellent,6.0,0.0,2.0,2.0,1.0,2.0,23.4763,NJ,42.0,Single,13.0,No Option Plan,0
M,36.0,Masters,Life Sciences,3.0,Research & Development,Medium,Manager,4.0,No,Excellent,9.0,6.0,3.0,2.0,0.0,2.0,8.5908,NY,32.0,Married,12.0,Large Option Plan,1
M,25.0,Below College,Life Sciences,7.0,Research & Development,Very High,Associate,1.0,No,Excellent,7.0,6.0,3.0,7.0,0.0,7.0,29.4855,NJ,36.0,Divorced,17.0,Large Option Plan,1
M,39.0,Bachelors,Medical,5.0,Research & Development,Very High,Associate,4.0,No,Outstanding,7.0,3.0,3.0,4.0,1.0,0.0,14.6736,NY,49.0,Married,21.0,No Option Plan,1
F,49.0,Masters,Other,4.0,Research & Development,Low,Executive,3.0,No,Excellent,27.0,2.0,3.0,2.0,1.0,2.0,20.692,NJ,42.0,Married,16.0,Large Option Plan,1
M,50.0,Doctorate,Life Sciences,14.0,Research & Development,Very High,Manager,5.0,No,Excellent,19.0,3.0,3.0,11.0,1.0,11.0,32.3069,NJ,37.0,Divorced,15.0,Small Option Plan,1
M,34.0,Bachelors,Life Sciences,11.0,Operations,Very High,Associate,1.0,No,Excellent,11.0,2.0,3.0,8.0,7.0,9.0,38.5225,NJ,29.0,Divorced,12.0,Full Option Plan,1
M,36.0,Bachelors,Life Sciences,4.0,Operations,Low,Junior Associate,2.0,No,Excellent,15.0,4.0,3.0,3.0,1.0,3.0,23.0238,NJ,38.0,Single,11.0,No Option Plan,0
F,49.0,Below College,Life Sciences,15.0,Operations,High,Executive,2.0,Yes,Excellent,30.0,3.0,3.0,11.0,2.0,12.0,37.4259,NJ,19.0,Married,19.0,Full Option Plan,1
M,36.0,Masters,Medical,3.0,Operations,Very High,Associate,0.0,No,Excellent,4.0,6.0,3.0,2.0,1.0,2.0,36.9648,NJ,34.0,Married,15.0,No Option Plan,0
M,36.0,Some College,Life Sciences,5.0,Operations,Very High,Associate,6.0,No,Outstanding,13.0,3.0,3.0,4.0,0.0,4.0,11.6844,NJ,40.0,Divorced,20.0,Full Option Plan,1
F,54.0,Doctorate,Medical,10.0,Operations,Medium,Executive,3.0,No,Outstanding,36.0,6.0,3.0,8.0,4.0,7.0,35.2842,NJ,45.0,Married,25.0,Full Option Plan,1
M,43.0,Some College,Life Sciences,14.0,Operations,High,Executive,1.0,No,Outstanding,14.0,3.0,3.0,10.0,6.0,11.0,31.0774,NJ,36.0,Married,24.0,Full Option Plan,1
F,38.0,Bachelors,Life Sciences,13.0,Research & Development,Very High,Associate,7.0,No,Excellent,19.0,4.0,4.0,11.0,2.0,9.0,27.1954,NJ,33.0,Married,15.0,Large Option Plan,1
F,32.0,Bachelors,Medical,9.0,Research & Development,Very High,Associate,0.0,No,Excellent,10.0,4.0,2.0,5.0,1.0,6.0,38.6821,NY,30.0,Divorced,13.0,Large Option Plan,1
M,49.0,Bachelors,Medical,2.0,Research & Development,Very High,Junior Associate,4.0,Yes,Excellent,17.0,2.0,2.0,2.0,2.0,2.0,9.1607,NY,30.0,Divorced,16.0,Full Option Plan,0
F,38.0,Bachelors,Medical,4.0,Research & Development,Very High,Junior Associate,1.0,No,Outstanding,4.0,3.0,3.0,3.0,3.0,3.0,4.0243,NY,49.0,Single,22.0,No Option Plan,0
F,49.0,Bachelors,Life Sciences,8.0,Research & Development,High,Executive,4.0,No,Excellent,23.0,2.0,3.0,7.0,0.0,0.0,28.1489,NJ,41.0,Single,14.0,No Option Plan,1
F,36.0,Masters,Life Sciences,3.0,Marketing,Low,Associate,6.0,No,Excellent,10.0,2.0,2.0,2.0,0.0,2.0,25.9868,NJ,44.0,Married,14.0,Large Option Plan,1
F,38.0,Some College,Medical,0.0,Marketing,Very High,Junior Associate,7.0,No,Excellent,7.0,5.0,2.0,0.0,0.0,0.0,27.4785,NJ,23.0,Married,19.0,Full Option Plan,0
M,53.0,Masters,Medical,4.0,Marketing,Medium,Manager,3.0,No,Excellent,11.0,2.0,3.0,3.0,1.0,2.0,11.428,NJ,50.0,Married,15.0,No Option Plan,1
M,26.0,Bachelors,Medical,7.0,Marketing,Very High,Junior Associate,1.0,No,Outstanding,7.0,5.0,3.0,7.0,5.0,7.0,28.3064,NJ,36.0,Single,20.0,No Option Plan,0
M,55.0,Bachelors,Technical Degree,4.0,Marketing,Low,Junior Associate,5.0,No,Excellent,8.0,1.0,3.0,2.0,1.0,2.0,47.8213,NJ,40.0,Divorced,12.0,Full Option Plan,0
M,34.0,Some College,Medical,15.0,Research & Development,Medium,Associate,1.0,No,Excellent,15.0,3.0,4.0,10.0,4.0,13.0,48.7269,NJ,29.0,Married,14.0,Full Option Plan,0
F,60.0,Masters,Medical,1.0,Research & Development,High,Manager,3.0,No,Outstanding,19.0,2.0,4.0,0.0,0.0,0.0,26.8896,NJ,26.0,Divorced,20.0,Full Option Plan,1
M,33.0,Bachelors,Medical,14.0,Research & Development,Medium,Junior Associate,1.0,No,Excellent,14.0,6.0,3.0,11.0,2.0,13.0,43.8165,NJ,28.0,Married,18.0,Small Option Plan,0
F,34.0,Bachelors,Life Sciences,10.0,Research & Development,Medium,Junior Associate,1.0,No,Excellent,10.0,3.0,3.0,9.0,8.0,7.0,48.552,NY,33.0,Married,12.0,No Option Plan,0
M,44.0,Bachelors,Life Sciences,8.0,Research & Development,High,Manager,1.0,Yes,Excellent,9.0,2.0,3.0,7.0,6.0,7.0,45.1499,NJ,36.0,Married,19.0,Full Option Plan,1
M,35.0,Masters,Medical,5.0,Research & Development,Low,Junior Associate,0.0,Yes,Excellent,6.0,2.0,4.0,4.0,1.0,4.0,55.2854,NJ,37.0,Single,14.0,No Option Plan,1
F,24.0,Bachelors,Medical,5.0,Research & Development,High,Junior Associate,1.0,No,Excellent,5.0,1.0,3.0,3.0,0.0,4.0,58.263,NJ,47.0,Married,16.0,Full Option Plan,0
F,29.0,Masters,Medical,5.0,Research & Development,Very High,Junior Associate,9.0,No,Excellent,9.0,2.0,3.0,3.0,1.0,2.0,46.2792,NJ,24.0,Married,17.0,Full Option Plan,0
F,45.0,Below College,Life Sciences,23.0,Research & Development,High,Manager,3.0,No,Outstanding,25.0,3.0,2.0,15.0,14.0,4.0,49.6827,NJ,24.0,Married,23.0,Full Option Plan,1
F,26.0,Masters,Medical,3.0,Research & Development,Very High,Junior Associate,1.0,No,Excellent,3.0,3.0,4.0,2.0,0.0,2.0,54.2734,NJ,29.0,Married,15.0,Small Option Plan,0
M,45.0,Some College,Technical Degree,21.0,Research & Development,Very High,Executive,1.0,No,Excellent,21.0,2.0,3.0,6.0,8.0,6.0,17.4797,NJ,45.0,Single,11.0,No Option Plan,1
M,32.0,Bachelors,Life Sciences,5.0,Research & Development,Low,Junior Associate,6.0,No,Excellent,10.0,3.0,2.0,2.0,1.0,3.0,28.4017,NJ,40.0,Married,13.0,Full Option Plan,0
M,31.0,Masters,Life Sciences,5.0,Research & Development,Medium,Junior Associate,1.0,No,Excellent,6.0,2.0,4.0,2.0,0.0,3.0,56.0235,NJ,30.0,Married,14.0,Full Option Plan,0
F,40.0,Some College,Life Sciences,1.0,Research & Development,Medium,Associate,2.0,Yes,Excellent,18.0,3.0,3.0,0.0,0.0,0.0,56.8916,NY,35.0,Married,16.0,Full Option Plan,1
F,24.0,Below College,Medical,6.0,Research & Development,Medium,Junior Associate,1.0,No,Excellent,6.0,2.0,4.0,2.0,1.0,2.0,28.2705,NJ,27.0,Divorced,13.0,Small Option Plan,0
F,46.0,Masters,Life Sciences,10.0,Research & Development,High,Associate,6.0,No,Excellent,19.0,3.0,3.0,7.0,0.0,9.0,50.7452,NJ,27.0,Single,14.0,No Option Plan,1
F,35.0,Masters,Life Sciences,7.0,Research & Development,Very High,Associate,2.0,No,Excellent,17.0,3.0,3.0,7.0,0.0,7.0,11.0906,NY,44.0,Married,16.0,Full Option Plan,1
F,30.0,Below College,Life Sciences,10.0,Finance,Medium,Junior Associate,1.0,No,Excellent,10.0,2.0,2.0,0.0,0.0,8.0,43.644,NY,42.0,Married,12.0,Full Option Plan,0
F,23.0,Below College,Medical,3.0,Finance,High,Junior Associate,1.0,No,Excellent,3.0,3.0,1.0,2.0,1.0,2.0,55.8605,NY,46.0,Single,13.0,No Option Plan,0
F,31.0,Below College,Technical Degree,5.0,Finance,Very High,Associate,2.0,No,Outstanding,9.0,3.0,2.0,4.0,1.0,4.0,40.5491,NJ,32.0,Single,20.0,No Option Plan,1
M,39.0,Bachelors,Life Sciences,9.0,Finance,Very High,Associate,1.0,Yes,Excellent,9.0,2.0,3.0,8.0,5.0,8.0,20.849,NJ,27.0,Married,15.0,Full Option Plan,1
M,30.0,Masters,Technical Degree,9.0,Finance,Very High,Junior Associate,0.0,No,Excellent,10.0,2.0,3.0,7.0,0.0,7.0,47.9963,NJ,39.0,Single,16.0,No Option Plan,1
F,27.0,Bachelors,Medical,6.0,Research & Development,High,Junior Associate,1.0,No,Excellent,6.0,5.0,2.0,2.0,1.0,4.0,42.0196,NJ,40.0,Single,11.0,No Option Plan,0
F,29.0,Bachelors,Life Sciences,3.0,Research & Development,Very High,Associate,8.0,Yes,Excellent,10.0,5.0,4.0,2.0,0.0,2.0,34.6164,NY,21.0,Single,12.0,No Option Plan,1
M,34.0,Masters,Medical,5.0,Information Technology,Very High,Junior Associate,0.0,Yes,Excellent,6.0,3.0,3.0,0.0,1.0,2.0,49.2973,NY,34.0,Married,14.0,Small Option Plan,0
F,38.0,Some College,Medical,6.0,Information Technology,High,Junior Associate,4.0,No,Excellent,9.0,4.0,2.0,1.0,0.0,5.0,45.0755,NJ,47.0,Married,14.0,Full Option Plan,0
M,29.0,Bachelors,Technical Degree,1.0,Information Technology,Very High,Junior Associate,1.0,No,Excellent,1.0,2.0,3.0,0.0,0.0,0.0,54.0192,NY,42.0,Divorced,13.0,Full Option Plan,0
F,30.0,Bachelors,Life Sciences,7.0,Information Technology,High,Associate,3.0,No,Excellent,10.0,3.0,3.0,0.0,1.0,7.0,38.1279,NJ,47.0,Married,16.0,Full Option Plan,1
F,32.0,Masters,Technical Degree,7.0,Information Technology,Medium,Junior Associate,2.0,No,Excellent,12.0,3.0,3.0,7.0,0.0,7.0,58.4105,NY,47.0,Single,14.0,No Option Plan,0
F,38.0,Bachelors,Medical,1.0,Information Technology,Medium,Associate,3.0,Yes,Excellent,15.0,2.0,3.0,0.0,1.0,0.0,46.5732,NJ,23.0,Married,16.0,Full Option Plan,1
M,42.0,Bachelors,Medical,5.0,Research & Development,Medium,Junior Associate,8.0,No,Outstanding,7.0,6.0,2.0,3.0,0.0,4.0,54.385,NJ,21.0,Divorced,22.0,Small Option Plan,0
F,55.0,Bachelors,Medical,1.0,Research & Development,High,VP to C-Level,8.0,No,Excellent,34.0,2.0,3.0,0.0,0.0,0.0,45.6213,NJ,35.0,Married,12.0,Small Option Plan,1
M,33.0,Bachelors,Technical Degree,9.0,Research & Development,Very High,Associate,5.0,No,Excellent,11.0,2.0,2.0,8.0,1.0,7.0,56.5239,NJ,31.0,Divorced,15.0,Large Option Plan,0
M,41.0,Masters,Life Sciences,5.0,Research & Development,High,Junior Associate,1.0,No,Outstanding,5.0,2.0,3.0,3.0,0.0,4.0,45.3177,NY,39.0,Divorced,20.0,Large Option Plan,0
F,53.0,Masters,Medical,3.0,Operations,Low,Executive,4.0,Yes,Outstanding,27.0,2.0,2.0,2.0,0.0,2.0,51.9223,NJ,45.0,Married,20.0,Small Option Plan,1
M,38.0,Some College,Other,5.0,Operations,Very High,Junior Associate,1.0,No,Excellent,5.0,3.0,3.0,4.0,0.0,4.0,59.6086,NY,37.0,Married,11.0,Full Option Plan,0
M,51.0,Bachelors,Technical Degree,2.0,Operations,Low,Manager,2.0,No,Excellent,15.0,2.0,3.0,2.0,2.0,2.0,57.1634,NJ,35.0,Married,11.0,No Option Plan,1
M,46.0,Masters,Medical,2.0,Operations,High,VP to C-Level,7.0,Yes,Excellent,24.0,3.0,3.0,1.0,2.0,2.0,40.2382,NY,34.0,Divorced,17.0,Full Option Plan,1
F,36.0,Bachelors,Life Sciences,12.0,Operations,Very High,Manager,7.0,Yes,Excellent,15.0,1.0,3.0,8.0,5.0,7.0,55.2227,NJ,22.0,Married,13.0,Full Option Plan,1
F,33.0,Masters,Life Sciences,10.0,Operations,Very High,Junior Associate,6.0,No,Excellent,14.0,1.0,3.0,8.0,7.0,6.0,59.3783,NJ,20.0,Married,19.0,Full Option Plan,0
M,28.0,Bachelors,Life Sciences,5.0,Operations,High,Junior Associate,1.0,No,Excellent,5.0,6.0,4.0,3.0,0.0,3.0,31.1436,NJ,45.0,Married,11.0,Full Option Plan,0
M,39.0,Below College,Medical,4.0,Research & Development,High,Manager,7.0,No,Outstanding,9.0,3.0,3.0,3.0,2.0,2.0,48.3074,NJ,37.0,Single,21.0,No Option Plan,1
M,40.0,Some College,Life Sciences,4.0,Research & Development,High,Junior Associate,4.0,No,Excellent,7.0,5.0,2.0,3.0,0.0,2.0,32.8422,NJ,46.0,Married,17.0,Full Option Plan,0
M,42.0,Bachelors,Medical,0.0,Research & Development,Medium,Associate,5.0,No,Excellent,10.0,2.0,2.0,0.0,0.0,0.0,78.8118,PA,47.0,Married,18.0,Large Option Plan,1
M,35.0,Some College,Medical,7.0,Research & Development,Medium,Associate,2.0,No,Excellent,15.0,6.0,3.0,7.0,1.0,7.0,30.7299,NJ,47.0,Divorced,14.0,Full Option Plan,1
M,43.0,Bachelors,Life Sciences,3.0,Research & Development,Low,Junior Associate,4.0,No,Excellent,7.0,2.0,2.0,2.0,1.0,2.0,29.2747,NJ,35.0,Single,13.0,No Option Plan,0
F,41.0,Bachelors,Life Sciences,3.0,Research & Development,Medium,Associate,3.0,No,Excellent,11.0,3.0,1.0,2.0,1.0,2.0,50.738,NJ,46.0,Single,12.0,No Option Plan,1
F,30.0,Bachelors,Medical,7.0,Research & Development,Low,Manager,9.0,No,Excellent,9.0,3.0,3.0,7.0,0.0,2.0,13.7572,NY,29.0,Single,14.0,No Option Plan,1
F,40.0,Bachelors,Life Sciences,5.0,Research & Development,High,Associate,4.0,No,Excellent,12.0,3.0,3.0,3.0,0.0,3.0,51.3272,NJ,45.0,Divorced,17.0,Full Option Plan,1
M,35.0,Masters,Medical,5.0,Research & Development,Medium,Junior Associate,0.0,No,Excellent,6.0,2.0,4.0,4.0,0.0,3.0,26.3413,NJ,35.0,Married,16.0,Full Option Plan,0
M,47.0,Bachelors,Life Sciences,22.0,Research & Development,High,Manager,8.0,Yes,Excellent,28.0,4.0,3.0,11.0,14.0,10.0,54.8646,NJ,38.0,Divorced,12.0,Full Option Plan,1
M,40.0,Bachelors,Life Sciences,7.0,Research & Development,Medium,Associate,2.0,No,Excellent,15.0,3.0,3.0,4.0,7.0,7.0,75.1595,PA,37.0,Divorced,12.0,Full Option Plan,0
F,54.0,Masters,Medical,7.0,Research & Development,Very High,Associate,4.0,No,Excellent,14.0,2.0,2.0,1.0,1.0,7.0,41.5935,NJ,43.0,Married,15.0,Full Option Plan,1
F,28.0,Bachelors,Medical,3.0,Research & Development,High,Junior Associate,1.0,No,Outstanding,3.0,3.0,3.0,2.0,1.0,2.0,59.7822,NY,46.0,Married,25.0,Full Option Plan,0
M,58.0,Masters,Life Sciences,2.0,Research & Development,Low,Executive,2.0,Yes,Excellent,23.0,3.0,3.0,2.0,2.0,2.0,31.2713,NJ,40.0,Married,14.0,No Option Plan,1
M,18.0,Bachelors,Medical,0.0,Research & Development,Medium,Junior Associate,1.0,No,Excellent,0.0,4.0,1.0,0.0,0.0,0.0,58.0017,NY,24.0,Single,16.0,No Option Plan,0
M,36.0,Masters,Other,1.0,Research & Development,Very High,Associate,4.0,Yes,Outstanding,15.0,2.0,3.0,0.0,0.0,0.0,75.2972,PA,50.0,Married,22.0,Full Option Plan,1
F,27.0,Some College,Life Sciences,5.0,Marketing,Very High,Junior Associate,0.0,Yes,Excellent,6.0,3.0,2.0,4.0,0.0,2.0,11.2707,NJ,22.0,Single,14.0,No Option Plan,0
M,29.0,Below College,Medical,11.0,Marketing,Very High,Junior Associate,1.0,No,Excellent,11.0,3.0,4.0,8.0,3.0,10.0,35.636,NJ,25.0,Married,13.0,No Option Plan,0
M,42.0,Masters,Technical Degree,6.0,Marketing,High,Junior Associate,3.0,No,Outstanding,10.0,1.0,2.0,3.0,3.0,3.0,76.8855,NY,30.0,Married,22.0,Large Option Plan,0
M,47.0,Masters,Life Sciences,2.0,Marketing,Medium,Junior Associate,4.0,No,Excellent,7.0,2.0,3.0,2.0,2.0,0.0,40.209,NJ,49.0,Single,12.0,No Option Plan,0
F,46.0,Some College,Life Sciences,9.0,Marketing,Very High,Manager,3.0,No,Excellent,12.0,4.0,2.0,8.0,4.0,7.0,26.535,NJ,26.0,Divorced,14.0,Full Option Plan,1
F,29.0,Below College,Life Sciences,7.0,Research & Development,Very High,Associate,8.0,No,Excellent,11.0,3.0,3.0,0.0,1.0,6.0,24.3271,NJ,40.0,Divorced,17.0,Large Option Plan,1
M,42.0,Bachelors,Life Sciences,0.0,Research & Development,Very High,Junior Associate,4.0,No,Excellent,8.0,3.0,3.0,0.0,0.0,0.0,72.4523,PA,27.0,Single,13.0,No Option Plan,0
M,43.0,Bachelors,Medical,16.0,Research & Development,Low,VP to C-Level,7.0,No,Excellent,21.0,2.0,3.0,12.0,6.0,14.0,65.3292,PA,23.0,Married,13.0,No Option Plan,1
F,48.0,Bachelors,Life Sciences,22.0,Research & Development,Very High,VP to C-Level,4.0,No,Excellent,29.0,3.0,3.0,10.0,12.0,9.0,38.0809,NY,32.0,Married,12.0,No Option Plan,1
M,27.0,Bachelors,Life Sciences,7.0,Research & Development,Very High,Junior Associate,0.0,No,Excellent,8.0,2.0,2.0,6.0,7.0,3.0,1.7323,NY,48.0,Married,19.0,Full Option Plan,1
M,39.0,Masters,Other,2.0,Research & Development,Very High,Associate,8.0,No,Excellent,7.0,2.0,3.0,2.0,2.0,2.0,51.4504,NJ,46.0,Divorced,14.0,Small Option Plan,0
M,55.0,Masters,Technical Degree,5.0,Research & Development,Medium,Junior Associate,8.0,No,Outstanding,19.0,2.0,4.0,2.0,0.0,4.0,54.449,NJ,19.0,Married,20.0,Full Option Plan,0
M,31.0,Bachelors,Life Sciences,10.0,Research & Development,Medium,Associate,1.0,No,Excellent,10.0,2.0,3.0,8.0,0.0,2.0,43.2227,NY,35.0,Divorced,11.0,Full Option Plan,0
F,29.0,Bachelors,Life Sciences,3.0,Finance,Very High,Junior Associate,3.0,No,Excellent,11.0,2.0,3.0,2.0,1.0,2.0,39.7326,NJ,38.0,Single,14.0,No Option Plan,0
M,37.0,Masters,Medical,5.0,Finance,Very High,Associate,5.0,Yes,Outstanding,16.0,2.0,3.0,3.0,0.0,4.0,39.7589,NJ,50.0,Married,22.0,Full Option Plan,0
M,35.0,Some College,Other,3.0,Finance,Very High,Associate,0.0,Yes,Excellent,4.0,2.0,3.0,2.0,0.0,2.0,53.3014,NJ,37.0,Married,11.0,No Option Plan,1
F,45.0,Some College,Life Sciences,9.0,Finance,Medium,Associate,0.0,No,Excellent,10.0,2.0,2.0,8.0,3.0,8.0,53.2106,NJ,47.0,Married,13.0,Large Option Plan,1
F,40.0,Masters,Life Sciences,19.0,Finance,Low,Executive,2.0,No,Excellent,22.0,3.0,3.0,7.0,11.0,16.0,66.8058,NJ,42.0,Divorced,11.0,Full Option Plan,1
F,26.0,Some College,Life Sciences,1.0,Research & Development,Medium,Junior Associate,1.0,Yes,Excellent,1.0,3.0,2.0,0.0,1.0,0.0,56.3409,NJ,49.0,Married,13.0,Full Option Plan,0
M,48.0,Bachelors,Medical,22.0,Research & Development,Very High,Executive,3.0,No,Excellent,24.0,3.0,3.0,17.0,4.0,7.0,38.115,NJ,26.0,Divorced,11.0,Full Option Plan,1
M,44.0,Masters,Life Sciences,2.0,Research & Development,Medium,Associate,2.0,No,Excellent,10.0,5.0,3.0,0.0,2.0,2.0,55.084,NJ,29.0,Married,15.0,Full Option Plan,1
M,42.0,Bachelors,Medical,13.0,Research & Development,High,Manager,9.0,No,Excellent,18.0,3.0,4.0,7.0,5.0,7.0,2.7935,NJ,47.0,Married,13.0,Full Option Plan,1
M,31.0,Bachelors,Medical,2.0,Research & Development,Low,Junior Associate,8.0,No,Excellent,4.0,0.0,2.0,2.0,2.0,2.0,6.282,NY,46.0,Divorced,12.0,Full Option Plan,0
M,26.0,Bachelors,Other,7.0,Research & Development,High,Junior Associate,0.0,No,Excellent,8.0,3.0,3.0,7.0,7.0,7.0,3.0918,NY,45.0,Married,18.0,Full Option Plan,0
M,45.0,Masters,Medical,4.0,Information Technology,Medium,Associate,4.0,No,Excellent,12.0,3.0,3.0,2.0,0.0,3.0,7.0415,NY,49.0,Single,12.0,No Option Plan,1
M,27.0,Masters,Technical Degree,5.0,Information Technology,Medium,Junior Associate,1.0,No,Excellent,6.0,3.0,2.0,3.0,1.0,2.0,3.8473,NY,50.0,Married,11.0,Full Option Plan,0
M,34.0,Masters,Other,15.0,Information Technology,High,Associate,1.0,Yes,Excellent,16.0,3.0,3.0,10.0,6.0,11.0,14.5974,NY,47.0,Married,15.0,No Option Plan,1
M,47.0,Masters,Technical Degree,8.0,Information Technology,High,Associate,8.0,No,Excellent,16.0,4.0,4.0,7.0,1.0,7.0,14.1034,NY,38.0,Married,18.0,Full Option Plan,1
M,39.0,Some College,Medical,10.0,Information Technology,Low,Associate,1.0,No,Outstanding,10.0,3.0,3.0,0.0,7.0,9.0,3.9713,NY,46.0,Married,25.0,Full Option Plan,1
M,38.0,Bachelors,Medical,20.0,Information Technology,Very High,Associate,1.0,Yes,Excellent,20.0,3.0,3.0,11.0,0.0,7.0,18.0103,NY,28.0,Divorced,16.0,Full Option Plan,0
M,38.0,Some College,Life Sciences,5.0,Research & Development,Medium,Junior Associate,2.0,No,Excellent,10.0,0.0,4.0,2.0,0.0,3.0,5.7782,NY,42.0,Divorced,19.0,Large Option Plan,1
M,49.0,Below College,Life Sciences,5.0,Research & Development,Medium,VP to C-Level,3.0,No,Excellent,28.0,3.0,3.0,4.0,4.0,3.0,14.4656,NY,34.0,Married,15.0,No Option Plan,1
F,28.0,Bachelors,Medical,5.0,Research & Development,High,Junior Associate,1.0,No,Excellent,5.0,3.0,2.0,3.0,1.0,4.0,15.0718,NY,19.0,Single,14.0,No Option Plan,0
M,31.0,Some College,Medical,4.0,Research & Development,High,Junior Associate,1.0,Yes,Excellent,4.0,3.0,4.0,2.0,2.0,3.0,22.384,NY,34.0,Divorced,13.0,Full Option Plan,0
M,36.0,Masters,Life Sciences,5.0,Research & Development,Low,Junior Associate,1.0,No,Outstanding,5.0,3.0,3.0,4.0,0.0,2.0,11.7013,NY,22.0,Married,22.0,No Option Plan,0
M,26.0,Bachelors,Medical,7.0,Research & Development,High,Junior Associate,0.0,No,Excellent,8.0,6.0,2.0,7.0,7.0,6.0,5.7483,NY,43.0,Single,13.0,No Option Plan,0
F,29.0,Bachelors,Life Sciences,5.0,Research & Development,Low,Associate,0.0,No,Excellent,6.0,5.0,2.0,3.0,0.0,2.0,4.4739,NY,19.0,Married,12.0,Full Option Plan,1
M,32.0,Masters,Medical,5.0,Research & Development,High,Associate,5.0,No,Excellent,9.0,6.0,3.0,1.0,1.0,2.0,5.9762,NJ,24.0,Divorced,18.0,Full Option Plan,1
F,31.0,Bachelors,Life Sciences,10.0,Finance,Very High,Associate,1.0,No,Outstanding,10.0,6.0,3.0,8.0,8.0,7.0,7.7551,NY,31.0,Married,21.0,No Option Plan,1
M,32.0,Masters,Life Sciences,1.0,Finance,Very High,Associate,8.0,No,Outstanding,8.0,1.0,3.0,0.0,0.0,0.0,8.7414,NY,40.0,Single,24.0,No Option Plan,1
M,54.0,Some College,Life Sciences,4.0,Finance,Low,Associate,3.0,No,Excellent,9.0,6.0,2.0,3.0,2.0,3.0,9.2429,NY,36.0,Married,11.0,Large Option Plan,0
M,33.0,Some College,Life Sciences,9.0,Finance,Very High,Associate,1.0,No,Outstanding,9.0,2.0,3.0,7.0,2.0,8.0,2.5735,NY,41.0,Divorced,20.0,Small Option Plan,1
F,43.0,Bachelors,Life Sciences,10.0,Finance,Low,Manager,1.0,No,Excellent,10.0,1.0,3.0,9.0,0.0,9.0,6.9126,NY,32.0,Married,17.0,Full Option Plan,1
F,31.0,Below College,Medical,1.0,Research & Development,Very High,Junior Associate,1.0,Yes,Excellent,1.0,4.0,3.0,0.0,0.0,0.0,5.6396,NJ,40.0,Divorced,11.0,Small Option Plan,0
M,42.0,Some College,Life Sciences,20.0,Research & Development,Very High,Associate,1.0,No,Excellent,20.0,2.0,3.0,9.0,3.0,7.0,6.9033,NJ,24.0,Single,12.0,No Option Plan,0
M,31.0,Bachelors,Medical,11.0,Research & Development,High,Manager,4.0,No,Outstanding,13.0,2.0,4.0,7.0,4.0,8.0,9.9479,NJ,30.0,Married,20.0,Full Option Plan,1
M,54.0,Bachelors,Medical,5.0,Research & Development,High,Associate,6.0,Yes,Excellent,9.0,3.0,3.0,2.0,1.0,4.0,4.6799,NY,49.0,Single,19.0,No Option Plan,0
M,24.0,Some College,Life Sciences,4.0,Research & Development,Medium,Associate,1.0,No,Excellent,4.0,2.0,2.0,3.0,1.0,2.0,9.3709,NY,29.0,Single,12.0,No Option Plan,1
